date,target_pct_opening_ev,candidate_count,qualifying_unique_combinations,opening_ev_pct,tolerance_pp,status,achieved_ev_ratio_min,achieved_ev_ratio_max,scenario_realized_return_min_pct,scenario_realized_return_max_pct
2024-06-08,90,50000,4616,11.071862001659133,1.0,qualified,89.00074005766696,90.99973527338142,18.40981133227962,24.438074652965923
2024-06-08,100,50000,6106,11.071862001659133,1.0,qualified,99.00004919175393,100.67646645272221,19.887500758715774,22.20644761636011
2024-06-15,50,50000,2466,9.191937076907623,1.0,qualified,49.00018369285131,50.998542245830215,21.756657276688312,30.078701203214752
2024-06-15,60,50000,0,9.191937076907623,1.0,no_sampled_match_no_bet,,,,
2024-06-15,70,50000,8,9.191937076907623,1.0,qualified,69.1740475320165,70.95340097186234,36.497867294571165,43.939449965400115
2024-06-15,80,50000,54,9.191937076907623,1.0,qualified,79.05479156104545,80.89320609665106,41.09612727946839,46.81241562776805
2024-06-15,90,50000,219,9.191937076907623,1.0,qualified,89.01473252318435,90.99693536694443,42.287450232372656,49.819656615094004
2024-06-15,100,50000,1251,9.191937076907623,1.0,qualified,99.00015211993129,100.00000000000001,49.819787402163016,52.14424160975516
2024-06-22,50,50000,1077,1.9315971099076057,1.0,qualified,49.00437907935617,50.99660899875167,1.632537392089013,6.604983326455155
2024-06-22,60,50000,1058,1.9315971099076057,1.0,qualified,59.000344828776086,60.993180053498534,2.473942295403565,7.443828231793229
2024-06-22,70,50000,1044,1.9315971099076057,1.0,qualified,69.00361421823602,70.99647454252724,3.3464147875957466,8.327979230344477
2024-06-22,80,50000,1102,1.9315971099076057,1.0,qualified,79.00122685652708,80.99944515814524,8.306157163271468,9.254192039878014
2024-06-22,90,50000,1154,1.9315971099076057,1.0,qualified,89.00148857843226,90.99955875404162,9.45198983136689,10.19213704813932
2024-06-22,100,50000,926,1.9315971099076057,1.0,qualified,99.00231352292761,100.0,10.764801488096724,10.91072072425864
2024-06-29,50,50000,0,10.275852726663912,1.0,no_sampled_match_no_bet,,,,
2024-06-29,60,50000,2091,10.275852726663912,1.0,qualified,59.00292447162506,60.99962443711944,19.481047570373843,26.493053775001552
2024-06-29,70,50000,2001,10.275852726663912,1.0,qualified,69.00024891548607,70.999762401931,21.33882253481602,29.716762775858648
2024-06-29,80,50000,79,10.275852726663912,1.0,qualified,79.0075199460265,80.50929575341664,28.94122383820482,31.676211112275222
2024-06-29,90,50000,2318,10.275852726663912,1.0,qualified,89.00003583935661,90.99962053499775,26.42317896013259,33.601171348981076
2024-06-29,100,50000,7820,10.275852726663912,1.0,qualified,99.0007919669866,100.83481745176809,33.81748335565934,37.339138522356016
2024-07-13,50,50000,0,5.625121343186828,1.0,no_sampled_match_no_bet,,,,
2024-07-13,60,50000,0,5.625121343186828,1.0,no_sampled_match_no_bet,,,,
2024-07-13,70,50000,3266,5.625121343186828,1.0,qualified,69.00032527845673,70.99855865898598,-0.11278971430685678,28.70740327600265
