,choice_fighter_name,fstar_parlay,choice_ev,choice_real_odds,parlay_net_odds,pred_winner,choice_proba,parlay_prob,parlay_ev,date,winner,fstar_net,choice_decimal_odds
7,matt schnell,0.09046197257190428,0.08837076451612891,1.6451612903225803,1.4760508308895401,1,0.6615587,0.45779941427044,0.13353462008506778,2025-04-26,1.0,0.09046197257190428,1.6451612903225803
4,david onama,0.09046197257190428,0.04149675555555565,1.5050505050505052,1.4760508308895401,0,0.6920012,0.45779941427044,0.13353462008506778,2025-04-26,0.0,0.09046197257190428,1.5050505050505052
9,yana santos,0.08904324672947561,0.2015942449999999,2.35,2.29,1,0.5113167,0.417983327204655,0.3751651465033148,2025-05-03,1.0,0.08904324672947561,2.35
4,gillian robertson,0.08904324672947561,0.14445050999999992,1.4,2.29,0,0.81746465,0.417983327204655,0.3751651465033148,2025-05-03,0.0,0.08904324672947561,1.4
3,mike malott,0.0894857113850364,0.14834839999999994,1.5,2.3000000000000003,1,0.7655656,0.39863760998640796,0.31550411295514635,2025-05-10,1.0,0.0894857113850364,1.5
2,valentina shevchenko,0.0894857113850364,0.1455618460000001,2.2,2.3000000000000003,1,0.52070993,0.39863760998640796,0.31550411295514635,2025-05-10,1.0,0.0894857113850364,2.2
5,thiago moises,0.09020991039555173,0.14759798300000004,2.1,-1.0,0,0.54647523,0.3893813399609658,0.2796786748886657,2025-05-17,1.0,-0.09020991039555173,2.1
4,luana santos,0.09020991039555173,0.11509317186440693,1.5649717514124295,-1.0,1,0.71253246,0.3893813399609658,0.2796786748886657,2025-05-17,1.0,-0.09020991039555173,1.5649717514124295
3,ketlen vieira,0.08930260581788252,0.19969494999999982,2.3,2.2999999999999994,1,0.5216065,0.40343991178692495,0.33135170889685206,2025-05-31,1.0,0.08930260581788252,2.3
1,jordan leavitt,0.08930260581788252,0.10974186304347816,1.434782608695652,2.2999999999999994,0,0.77345645,0.40343991178692495,0.33135170889685206,2025-05-31,0.0,0.08930260581788252,1.434782608695652
6,merab dvalishvili,0.13131850373921183,0.2680629,1.4444444444444444,1.2469135802469138,1,0.8778897,0.669740059320381,0.5048480345223378,2025-06-07,1.0,0.13131850373921183,1.4444444444444444
3,kevin holland,0.13131850373921183,0.1867298022222223,1.5555555555555556,1.2469135802469138,0,0.76289773,0.669740059320381,0.5048480345223378,2025-06-07,0.0,0.13131850373921183,1.5555555555555556
8,jamey lyn horth,0.1461846338928868,0.08400494193548397,1.1612903225806452,0.9009656872816929,1,0.9334487,0.6083777105364899,0.1565051526368615,2025-06-14,1.0,0.1461846338928868,1.1612903225806452
5,edmen shahbazyan,0.1461846338928868,0.06688180828025464,1.6369426751592355,0.9009656872816929,1,0.6517527,0.6083777105364899,0.1565051526368615,2025-06-14,1.0,0.1461846338928868,1.6369426751592355
5,hamdy abdelwahab,0.09939372254533789,0.12678666386503062,1.6134969325153374,-1.0,1,0.69835067,0.427366377271751,0.24119780981869265,2025-06-21,0.0,-0.09939372254533789,1.6134969325153374
